sample_id,connector_name,filename,label,gray_mean,gray_std,band_mean,band_std
20251106110559_TOP,conn1,20251106110559_TOP.png,,0.5356901288032532,0.2589465081691742,0.5367608070373535,0.20729559659957886
20251106110633_TOP,conn1,20251106110633_TOP.png,,0.5392799973487854,0.26464325189590454,0.5639916062355042,0.21369345486164093
20251106110712_TOP,conn1,20251106110712_TOP.png,,0.5327147841453552,0.2577148377895355,0.558280885219574,0.22261884808540344
20251106110746_TOP,conn1,20251106110746_TOP.png,,0.5331306457519531,0.26632532477378845,0.48818814754486084,0.22674274444580078
20251106110824_TOP,conn1,20251106110824_TOP.png,,0.5187960267066956,0.27206236124038696,0.4339795410633087,0.23318521678447723
20251106110900_TOP,conn1,20251106110900_TOP.png,,0.539746105670929,0.26595044136047363,0.5312493443489075,0.2141457349061966
20251106110939_TOP,conn1,20251106110939_TOP.png,,0.5346763730049133,0.2676321566104889,0.5436222553253174,0.22124378383159637
20251106111015_TOP,conn1,20251106111015_TOP.png,,0.5130206942558289,0.25700250267982483,0.5072992444038391,0.19445472955703735
20251106111050_TOP,conn1,20251106111050_TOP.png,,0.5452530384063721,0.2745223641395569,0.5348904728889465,0.21893896162509918
20251106111126_TOP,conn1,20251106111126_TOP.png,,0.5407459139823914,0.2667142152786255,0.47109678387641907,0.19826045632362366
20251106111204_TOP,conn1,20251106111204_TOP.png,,0.5690441727638245,0.2707813084125519,0.5116860866546631,0.2046443372964859
20251106111239_TOP,conn1,20251106111239_TOP.png,,0.5286961793899536,0.26070791482925415,0.5626822113990784,0.22958429157733917
20251106111316_TOP,conn1,20251106111316_TOP.png,,0.5729430317878723,0.26731276512145996,0.5635145306587219,0.21397054195404053
20251106111352_TOP,conn1,20251106111352_TOP.png,,0.5357000231742859,0.26390135288238525,0.5262530446052551,0.21664586663246155
20251106111429_TOP,conn1,20251106111429_TOP.png,,0.5486968755722046,0.27846401929855347,0.5081577301025391,0.19262070953845978
20251106111505_TOP,conn1,20251106111505_TOP.png,,0.5547430515289307,0.2733062505722046,0.5594539642333984,0.2196543961763382
20251106111542_TOP,conn1,20251106111542_TOP.png,,0.5664471387863159,0.2648734450340271,0.5195016860961914,0.20881585776805878
20251106111617_TOP,conn1,20251106111617_TOP.png,,0.560246467590332,0.27172163128852844,0.5127294063568115,0.20047447085380554
20251106111653_TOP,conn1,20251106111653_TOP.png,,0.5494856834411621,0.2659017741680145,0.4719565808773041,0.18627500534057617
20251106111729_TOP,conn1,20251106111729_TOP.png,,0.5489342212677002,0.26989954710006714,0.5202081799507141,0.214283749461174
20251106111808_TOP,conn1,20251106111808_TOP.png,,0.5361067652702332,0.2595844268798828,0.5602325201034546,0.2201131284236908
20251106111842_TOP,conn1,20251106111842_TOP.png,,0.5477234721183777,0.2752382755279541,0.5296057462692261,0.2144341766834259
20251106111918_TOP,conn1,20251106111918_TOP.png,,0.5295875668525696,0.2566089332103729,0.5456525087356567,0.20568737387657166
20251106111955_TOP,conn1,20251106111955_TOP.png,,0.5565636157989502,0.2552657723426819,0.570870041847229,0.21370413899421692
20251106112032_TOP,conn1,20251106112032_TOP.png,,0.5571467280387878,0.2646741271018982,0.531542956829071,0.21401427686214447
20251106112109_TOP,conn1,20251106112109_TOP.png,,0.5280801057815552,0.26238152384757996,0.4993250370025635,0.19867096841335297
20251106112144_TOP,conn1,20251106112144_TOP.png,,0.5642572641372681,0.27406883239746094,0.49974966049194336,0.20411384105682373
20251106112220_TOP,conn1,20251106112220_TOP.png,,0.5426539778709412,0.2574183940887451,0.5488977432250977,0.2240060567855835
20251106112255_TOP,conn1,20251106112255_TOP.png,,0.5389766693115234,0.26281172037124634,0.5729422569274902,0.217491015791893
20251106112334_TOP,conn1,20251106112334_TOP.png,,0.5303323268890381,0.26190707087516785,0.5082770586013794,0.19441941380500793
20251106112409_TOP,conn1,20251106112409_TOP.png,,0.5440833568572998,0.256212055683136,0.5450639724731445,0.21488527953624725
20251106112445_TOP,conn1,20251106112445_TOP.png,,0.5416178703308105,0.25605395436286926,0.5064957737922668,0.2266073077917099
20251106112523_TOP,conn1,20251106112523_TOP.png,,0.5492860674858093,0.2634856104850769,0.5215620994567871,0.22361186146736145
20251106112559_TOP,conn1,20251106112559_TOP.png,,0.5594711899757385,0.2783016562461853,0.46195870637893677,0.1991528868675232
20251106112633_TOP,conn1,20251106112633_TOP.png,,0.5455319881439209,0.27012795209884644,0.49774169921875,0.2225016951560974
20251106112712_TOP,conn1,20251106112712_TOP.png,,0.5782209634780884,0.2708030641078949,0.5690416097640991,0.22620637714862823
20251106112748_TOP,conn1,20251106112748_TOP.png,,0.5477112531661987,0.2767356336116791,0.5177768468856812,0.21844515204429626
20251106112823_TOP,conn1,20251106112823_TOP.png,,0.5498001575469971,0.2665535509586334,0.5540159344673157,0.21733233332633972
20251106112900_TOP,conn1,20251106112900_TOP.png,,0.5568652749061584,0.26191288232803345,0.6596361398696899,0.2307491898536682
20251106112937_TOP,conn1,20251106112937_TOP.png,,0.560019314289093,0.26410946249961853,0.5493800640106201,0.21618175506591797
20251106113014_TOP,conn1,20251106113014_TOP.png,,0.5248076319694519,0.2773117125034332,0.4435422420501709,0.19420970976352692
20251106113049_TOP,conn1,20251106113049_TOP.png,,0.530502200126648,0.25602415204048157,0.5656797289848328,0.20695127546787262
20251106113126_TOP,conn1,20251106113126_TOP.png,,0.5346789360046387,0.26605260372161865,0.5489789843559265,0.21154510974884033
20251106113202_TOP,conn1,20251106113202_TOP.png,,0.5406843423843384,0.26301446557044983,0.5413154363632202,0.2122509777545929
20251106113240_TOP,conn1,20251106113240_TOP.png,,0.5415635108947754,0.26679810881614685,0.5485070943832397,0.20656940340995789
20251106113316_TOP,conn1,20251106113316_TOP.png,,0.5452513694763184,0.2704339921474457,0.526554524898529,0.2036571502685547
20251106113351_TOP,conn1,20251106113351_TOP.png,,0.5306832790374756,0.2598467469215393,0.5197192430496216,0.2049986720085144
20251106113428_TOP,conn1,20251106113428_TOP.png,,0.5368534326553345,0.26593852043151855,0.5205764174461365,0.20983704924583435
20251106130408_TOP,conn1,20251106130408_TOP.png,,0.524863064289093,0.2633403241634369,0.4981624186038971,0.20737813413143158
20251106130444_TOP,conn1,20251106130444_TOP.png,,0.5381906628608704,0.26493778824806213,0.5155526399612427,0.20398691296577454
20251106130521_TOP,conn1,20251106130521_TOP.png,,0.5425583720207214,0.26965761184692383,0.5618748068809509,0.2164076268672943
20251106130557_TOP,conn1,20251106130557_TOP.png,,0.5523281693458557,0.27438047528266907,0.43515780568122864,0.19608871638774872
20251106130633_TOP,conn1,20251106130633_TOP.png,,0.5421865582466125,0.26800575852394104,0.46318021416664124,0.20536284148693085
20251106130711_TOP,conn1,20251106130711_TOP.png,,0.5417989492416382,0.2727741003036499,0.49358680844306946,0.2066592574119568
20251106130747_TOP,conn1,20251106130747_TOP.png,,0.5332440733909607,0.26586243510246277,0.5297499299049377,0.21473976969718933
20251106130824_TOP,conn1,20251106130824_TOP.png,,0.5339663624763489,0.26769378781318665,0.5579257607460022,0.23407703638076782
20251106130903_TOP,conn1,20251106130903_TOP.png,,0.5430172085762024,0.27493709325790405,0.5354028940200806,0.221066415309906
20251106130936_TOP,conn1,20251106130936_TOP.png,,0.5373420119285583,0.26571425795555115,0.5432630777359009,0.22036971151828766
20251106131013_TOP,conn1,20251106131013_TOP.png,,0.5186701416969299,0.2582686245441437,0.5299675464630127,0.21231697499752045
20251106131049_TOP,conn1,20251106131049_TOP.png,,0.5496492981910706,0.269150048494339,0.5314223766326904,0.19547660648822784
20251106131124_TOP,conn1,20251106131124_TOP.png,,0.5236092805862427,0.2571462392807007,0.5456629395484924,0.21758311986923218
20251106131202_TOP,conn1,20251106131202_TOP.png,,0.5526542067527771,0.27670902013778687,0.5111081004142761,0.21804891526699066
20251106131240_TOP,conn1,20251106131240_TOP.png,,0.544343888759613,0.2714892327785492,0.5224153399467468,0.20597754418849945
20251106131314_TOP,conn1,20251106131314_TOP.png,,0.547258198261261,0.2695823907852173,0.5257077813148499,0.2207937091588974
20251106131351_TOP,conn1,20251106131351_TOP.png,,0.5486311912536621,0.2717907130718231,0.5385865569114685,0.21586981415748596
20251106131428_TOP,conn1,20251106131428_TOP.png,,0.5512768030166626,0.2668064832687378,0.4913993179798126,0.2096148580312729
20251106131503_TOP,conn1,20251106131503_TOP.png,,0.560519278049469,0.27665629982948303,0.4962672293186188,0.19871658086776733
20251106131541_TOP,conn1,20251106131541_TOP.png,,0.5593875050544739,0.27139535546302795,0.5627490282058716,0.22227025032043457
20251106131615_TOP,conn1,20251106131615_TOP.png,,0.6122745871543884,0.30014297366142273,0.6256750226020813,0.2914360761642456
20251106131652_TOP,conn1,20251106131652_TOP.png,,0.5533492565155029,0.2629087269306183,0.5679104924201965,0.22684858739376068
20251106131729_TOP,conn1,20251106131729_TOP.png,,0.5411525964736938,0.2649223506450653,0.4970759153366089,0.20127280056476593
20251106131805_TOP,conn1,20251106131805_TOP.png,,0.5520697832107544,0.2582586705684662,0.5589795708656311,0.20905189216136932
20251106131841_TOP,conn1,20251106131841_TOP.png,,0.5402981042861938,0.2586931884288788,0.5555782914161682,0.22335152328014374
20251106131917_TOP,conn1,20251106131917_TOP.png,,0.5460537672042847,0.26655977964401245,0.5590423941612244,0.22242023050785065
20251106131952_TOP,conn1,20251106131952_TOP.png,,0.5503393411636353,0.2721359431743622,0.5055494904518127,0.21809932589530945
20251106132030_TOP,conn1,20251106132030_TOP.png,,0.5511811971664429,0.2715775668621063,0.5394254326820374,0.22627517580986023
